,drugbank_id,name,min dosage strength value,min dosage strength unit,max dosage strength value,max dosage strength unit,route,form,group,kinase inhibitor category,cas,smiles,ALOGPS solubility value,ALOGPS solubility unit
529,DB05316,Pimavanserin,17.0,mg/1,17.0,mg/1,Oral,"Tablet, coated","['approved', 'investigational']",False,706779-91-1,CC(C)COC1=CC=C(CNC(=O)N(CC2=CC=C(F)C=C2)C2CCN(C)CC2)C=C1,0.00748,g/l
530,DB05382,Iodine,0.09,mg,350.0,mg,Oral,Tablet,"['approved', 'investigational']",False,7553-56-2,II,,
533,DB05676,Apremilast,30.0,mg/1,30.0,mg/1,Oral,"Tablet, film coated","['approved', 'investigational']",False,608141-41-9,[H][C@](CS(C)(=O)=O)(N1C(=O)C2=C(C1=O)C(=CC=C2)N=C(C)O)C1=CC(OCC)=C(OC)C=C1,0.0503,g/l
534,DB05812,Abiraterone,250.0,mg/1,500.0,mg/1,Oral,Tablet,['approved'],False,154229-19-3,[H][C@@]12CC=C(C3=CC=CN=C3)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@H](O)CC[C@]12C,0.00305,g/l
535,DB05990,Obeticholic acid,5.0,mg/1,10.0,mg/1,Oral,"Tablet, film coated",['approved'],False,459789-99-2,[H][C@@](C)(CCC(O)=O)[C@@]1([H])CC[C@@]2([H])[C@]3([H])[C@]([H])(O)[C@]([H])(CC)[C@]4([H])C[C@]([H])(O)CC[C@]4(C)[C@@]3([H])CC[C@]12C,0.011,g/l
536,DB06016,Cariprazine,1.5,mg/1,6.0,mg/1,Oral,"Capsule, gelatin coated","['approved', 'investigational']",False,839712-12-8,CN(C)C(=O)N[C@H]1CC[C@H](CCN2CCN(CC2)C2=C(Cl)C(Cl)=CC=C2)CC1,0.0279,g/l
537,DB06151,Acetylcysteine,2500.0,mg/1,500.0,mg/1,Oral,"Tablet, effervescent","['approved', 'investigational']",False,616-91-1,CC(=O)N[C@@H](CS)C(O)=O,5.09,g/l
538,DB06152,Nylidrin,6.0,mg,12.0,mg,Oral,Tablet,['approved'],False,447-41-6,CC(CCC1=CC=CC=C1)NC(C)C(O)C1=CC=C(O)C=C1,0.0204,g/l
539,DB06153,Pizotifen,0.5,mg,1.0,mg,Oral,Tablet,['approved'],False,15574-96-6,CN1CCC(CC1)=C1C2=C(CCC3=CC=CC=C13)SC=C2,0.00706,g/l
540,DB06154,Pentaerythritol Tetranitrate,10.0,mg,80.0,mg,Oral,Tablet,['approved'],False,78-11-5,[O-][N+](=O)OCC(CO[N+]([O-])=O)(CO[N+]([O-])=O)CO[N+]([O-])=O,0.133,g/l
541,DB06155,Rimonabant,20.0,mg,20.0,mg,Oral,"Tablet, film coated","['approved', 'investigational']",False,168273-06-1,CC1=C(N(N=C1C(=O)NN1CCCCC1)C1=C(Cl)C=C(Cl)C=C1)C1=CC=C(Cl)C=C1,0.002,g/l
542,DB06203,Alogliptin,6.25,mg/1,25.0,mg/1,Oral,"Tablet, film coated",['approved'],False,850649-61-5,CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O,0.58,g/l
543,DB06207,Silodosin,4.0,mg,8.0,mg/1,Oral,Capsule,['approved'],False,160970-54-7,C[C@H](CC1=CC2=C(N(CCCO)CC2)C(=C1)C(N)=O)NCCOC1=CC=CC=C1OCC(F)(F)F,0.0111,g/l
544,DB06209,Prasugrel,5.0,mg,10.0,mg/1,Oral,"Tablet, film coated",['approved'],False,150322-43-3,CC(=O)OC1=CC2=C(CCN(C2)C(C(=O)C2CC2)C2=CC=CC=C2F)S1,0.00237,g/l
545,DB06210,Eltrombopag,12.5,mg/1,100.0,mg/1,Oral,"Tablet, film coated",['approved'],False,496775-61-2,CC1=NN(C(=O)\C1=N/NC1=C(O)C(=CC=C1)C1=CC=CC(=C1)C(O)=O)C1=CC=C(C)C(C)=C1,0.0103,g/l
546,DB06212,Tolvaptan,15.0,mg/1,60.0,mg,Oral,Tablet,['approved'],False,150683-30-0,CC1=CC=CC=C1C(=O)NC1=CC(C)=C(C=C1)C(=O)N1CCC[C@@H](O)C2=C1C=CC(Cl)=C2,0.00124,g/l
547,DB06228,Rivaroxaban,2.5,mg,20.0,mg,Oral,"Tablet, film coated",['approved'],False,366789-02-8,ClC1=CC=C(S1)C(=O)NC[C@H]1CN(C(=O)O1)C1=CC=C(C=C1)N1CCOCC1=O,0.01,g/l
548,DB06230,Nalmefene,18.0,mg,18.0,mg,Oral,"Tablet, film coated","['approved', 'investigational', 'withdrawn']",False,55096-26-9,[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(CC3CC3)[C@]([H])(C4)[C@]1(O)CCC2=C,0.839,g/l
549,DB06237,Avanafil,50.0,mg,200.0,mg,Oral,Tablet,['approved'],False,330784-47-9,COC1=C(Cl)C=C(CNC2=C(C=NC(=N2)N2CCC[C@H]2CO)C(=O)NCC2=NC=CC=N2)C=C1,0.0297,g/l
550,DB06262,Droxidopa,100.0,mg/1,300.0,mg/1,Oral,Capsule,"['approved', 'investigational']",False,23651-95-8,N[C@@H]([C@H](O)C1=CC(O)=C(O)C=C1)C(O)=O,15.3,g/l
551,DB06268,Sitaxentan,100.0,mg,100.0,mg,Oral,Tablet,"['approved', 'investigational', 'withdrawn']",False,184036-34-8,CC1=NOC(NS(=O)(=O)C2=C(SC=C2)C(=O)CC2=CC3=C(OCO3)C=C2C)=C1Cl,0.0181,g/l
552,DB06274,Alvimopan,12.0,mg/1,12.0,mg/1,Oral,Capsule,"['approved', 'investigational']",False,156053-89-3,C[C@H]1CN(C[C@H](CC2=CC=CC=C2)C(=O)NCC(O)=O)CC[C@@]1(C)C1=CC(O)=CC=C1,0.00834,g/l
553,DB06290,Simeprevir,150.0,mg,150.0,mg,Oral,Capsule,['approved'],False,923604-59-5,[H]\C1=C([H])\[C@]2([H])C[C@]2(N=C(O)[C@]2([H])C[C@]([H])(C[C@@]2([H])C(=O)N(C)CCCC1)OC1=C2C=CC(OC)=C(C)C2=NC(=C1)C1=NC(=CS1)C(C)C)C(O)=NS(=O)(=O)C1CC1,0.00458,g/l
554,DB06292,Dapagliflozin,5.0,mg,10.0,mg/1,Oral,"Tablet, film coated",['approved'],False,461432-26-8,CCOC1=CC=C(CC2=C(Cl)C=CC(=C2)[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C=C1,0.173,g/l
555,DB06335,Saxagliptin,2.5,mg/1,5.0,mg/1,Oral,"Tablet, film coated",['approved'],False,361442-04-8,N[C@H](C(=O)N1[C@H]2C[C@H]2C[C@H]1C#N)C12CC3CC(CC(O)(C3)C1)C2,2.26,g/l
556,DB06403,Ambrisentan,5.0,mg/1,10.0,mg/1,Oral,"Tablet, film coated","['approved', 'investigational']",False,177036-94-1,COC([C@H](OC1=NC(C)=CC(C)=N1)C(O)=O)(C1=CC=CC=C1)C1=CC=CC=C1,0.05,g/l
557,DB01609,Deferasirox,90.0,mg,500.0,mg,Oral,"Tablet, film coated","['approved', 'investigational']",False,201530-41-8,OC(=O)C1=CC=C(C=C1)N1N=C(N=C1C1=CC=CC=C1O)C1=CC=CC=C1O,0.0343,g/l
559,DB06413,Armodafinil,50.0,mg/1,250.0,mg/1,Oral,Tablet,"['approved', 'investigational']",False,112111-43-0,NC(=O)C[S@@](=O)C(C1=CC=CC=C1)C1=CC=CC=C1,0.622,g/l
560,DB06414,Etravirine,25.0,mg,200.0,mg,Oral,Tablet,['approved'],False,269055-15-4,CC1=CC(=CC(C)=C1OC1=C(Br)C(N)=NC(NC2=CC=C(C=C2)C#N)=N1)C#N,0.0169,g/l
561,DB06480,Prucalopride,1.0,mg,2.0,mg,Oral,Tablet,['approved'],False,179474-81-8,COCCCN1CCC(CC1)NC(=O)C1=C2OCCC2=C(N)C(Cl)=C1,0.129,g/l
562,DB06589,Pazopanib,200.0,mg,400.0,mg,Oral,Tablet,['approved'],True,444731-52-6,CN(C1=CC2=NN(C)C(C)=C2C=C1)C1=CC=NC(NC2=CC=C(C)C(=C2)S(N)(=O)=O)=N1,0.0433,g/l
563,DB06595,Midostaurin,25.0,mg,25.0,mg,Oral,Capsule,"['approved', 'investigational']",True,120685-11-2,CO[C@@H]1[C@@H](C[C@H]2O[C@]1(C)N1C3=C(C=CC=C3)C3=C1C1=C(C4=C(C=CC=C4)N21)C1=C3CNC1=O)N(C)C(=O)C1=CC=CC=C1,0.0157,g/l
564,DB06603,Panobinostat,10.0,mg,20.0,mg,Oral,Capsule,"['approved', 'investigational']",False,404950-80-7,[H]\C(=C(\[H])C1=CC=C(CNCCC2=C(C)NC3=CC=CC=C23)C=C1)C(O)=NO,0.000834,g/l
565,DB06605,Apixaban,2.5,mg,5.0,mg,Oral,Tablet,['approved'],False,503612-47-3,COC1=CC=C(C=C1)N1N=C(C(N)=O)C2=C1C(=O)N(CC2)C1=CC=C(C=C1)N1CCCCC1=O,0.0679,g/l
566,DB06616,Bosutinib,100.0,mg,500.0,mg,Oral,Tablet,['approved'],True,380843-75-4,COC1=CC(NC2=C(C=NC3=CC(OCCCN4CCN(C)CC4)=C(OC)C=C23)C#N)=C(Cl)C=C1Cl,0.0095,g/l
567,DB06626,Axitinib,1.0,mg,7.0,mg,Oral,"Tablet, film coated","['approved', 'investigational']",True,319460-85-0,[H]\C(=C(\[H])C1=CC=CC=N1)C1=C2C=CC(SC3=CC=CC=C3C(O)=NC)=CC2=NN1,0.000511,g/l
568,DB06637,Dalfampridine,10.0,mg/1,10.0,mg/1,Oral,"Tablet, film coated, extended release",['approved'],False,504-24-5,NC1=CC=NC=C1,6.73,g/l
569,DB06654,Safinamide,50.0,mg/1,100.0,mg/1,Oral,"Tablet, film coated","['approved', 'investigational']",False,133865-89-1,C[C@H](NCC1=CC=C(OCC2=CC(F)=CC=C2)C=C1)C(N)=O,0.00989,g/l
571,DB06695,Dabigatran etexilate,75.0,mg,150.0,mg,Oral,Capsule,['approved'],False,211915-06-9,CCCCCCOC(=O)N=C(N)C1=CC=C(NCC2=NC3=C(C=CC(=C3)C(=O)N(CCC(=O)OCC)C3=CC=CC=N3)N2C)C=C1,0.00466,g/l
572,DB06698,Betahistine,4.0,mg,24.0,mg,Oral,Tablet,"['approved', 'investigational']",False,5638-76-6,CNCCC1=CC=CC=N1,49.3,g/l
573,DB06700,Desvenlafaxine,25.0,mg/1,100.0,mg/1,Oral,"Tablet, extended release","['approved', 'investigational']",False,93413-62-8,CN(C)CC(C1=CC=C(O)C=C1)C1(O)CCCCC1,1.4,g/l
574,DB06701,Dexmethylphenidate,2.5,mg/1,40.0,mg/1,Oral,Tablet,"['approved', 'investigational']",False,40431-64-9,COC(=O)[C@@H]([C@H]1CCCCN1)C1=CC=CC=C1,0.182,g/l
576,DB06710,Methyltestosterone,10.0,mg/1,25.0,mg,Oral,Capsule,['approved'],False,58-18-4,[H][C@@]12CC[C@](C)(O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,0.0139,g/l
577,DB04838,Cyclandelate,200.0,mg,200.0,mg,Oral,Tablet,['approved'],False,456-59-7,CC1CC(CC(C)(C)C1)OC(=O)C(O)C1=CC=CC=C1,0.0997,g/l
578,DB06775,Carglumic Acid,200.0,mg,200.0,mg,Oral,"Tablet, for suspension",['approved'],False,1188-38-1,NC(=O)N[C@@H](CCC(O)=O)C(O)=O,19.1,g/l
579,DB06777,Chenodeoxycholic acid,250.0,mg/1,250.0,mg/1,Oral,"Tablet, film coated",['approved'],False,474-25-9,[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCC(O)=O,0.0197,g/l
580,DB06783,Prussian blue,500.0,mg/1,500.0,mg/1,Oral,Capsule,['approved'],False,14038-43-8,[Fe+3].[Fe+3].[Fe+3].[Fe+3].N#C[Fe-4](C#N)(C#N)(C#N)(C#N)C#N.N#C[Fe-4](C#N)(C#N)(C#N)(C#N)C#N.N#C[Fe-4](C#N)(C#N)(C#N)(C#N)C#N,,
581,DB06792,Lanthanum carbonate,250.0,mg,1000.0,mg,Oral,"Tablet, chewable",['approved'],False,587-26-8,[La+3].[La+3].[O-]C([O-])=O.[O-]C([O-])=O.[O-]C([O-])=O,31.0,g/l
582,DB06799,Methenamine,1000.0,mg,1000.0,mg/1,Oral,Tablet,"['approved', 'vet_approved']",False,100-97-0,C1N2CN3CN1CN(C2)C3,766.0,g/l
583,DB06816,Pyrvinium,50.0,mg,50.0,mg,Oral,Suspension,['approved'],False,7187-62-4,CN(C)C1=CC2=C(C=C1)[N+](C)=C(\C=C\C1=C(C)N(C(C)=C1)C1=CC=CC=C1)C=C2,0.000288,g/l
584,DB06817,Raltegravir,25.0,mg/1,600.0,mg,Oral,"Tablet, chewable",['approved'],False,518048-05-0,CN1C(=O)C(O)=C(N=C1C(C)(C)NC(=O)C1=NN=C(C)O1)C(=O)NCC1=CC=C(F)C=C1,,
585,DB06823,Tiopronin,100.0,mg/1,100.0,mg/1,Oral,"Tablet, sugar coated","['approved', 'investigational']",False,1953-02-2,CC(S)C(O)=NCC(O)=O,2.71,g/l
586,DB06824,Triethylenetetramine,250.0,mg/1,250.0,mg/1,Oral,Capsule,"['approved', 'investigational']",False,112-24-3,NCCNCCNCCN,27.5,g/l
587,DB08815,Lurasidone,20.0,mg,120.0,mg,Oral,Tablet,"['approved', 'investigational']",False,367514-87-2,O=C1[C@H]2[C@@H]3CC[C@@H](C3)[C@H]2C(=O)N1C[C@@H]1CCCC[C@H]1CN1CCN(CC1)C1=NSC2=CC=CC=C12,0.00789,g/l
588,DB08816,Ticagrelor,60.0,mg/1,90.0,mg,Oral,Tablet,['approved'],False,274693-27-5,CCCSC1=NC2=C(N=NN2[C@@H]2C[C@H](OCCO)[C@@H](O)[C@H]2O)C(N[C@@H]2C[C@H]2C2=CC(F)=C(F)C=C2)=N1,0.063,g/l
589,DB08820,Ivacaftor,50.0,mg,150.0,mg,Oral,Granule,['approved'],False,873054-44-5,CC(C)(C)C1=CC(=C(O)C=C1NC(=O)C1=CNC2=CC=CC=C2C1=O)C(C)(C)C,0.002,g/l
590,DB08822,Azilsartan medoxomil,40.0,mg/1,80.0,mg/1,Oral,Tablet,"['approved', 'investigational']",False,863031-21-4,CCOC1=NC2=C(N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NOC(=O)N1)C(=CC=C2)C(=O)OCC1=C(C)OC(=O)O1,0.00703,g/l
591,DB08827,Lomitapide,5.0,mg,60.0,mg/1,Oral,Capsule,"['approved', 'investigational']",False,182431-12-5,FC(F)(F)CNC(=O)C1(CCCCN2CCC(CC2)NC(=O)C2=C(C=CC=C2)C2=CC=C(C=C2)C(F)(F)F)C2=CC=CC=C2C2=CC=CC=C12,,
592,DB08828,Vismodegib,150.0,mg/1,150.0,mg/1,Oral,Capsule,"['approved', 'investigational']",False,879085-55-9,CS(=O)(=O)C1=CC(Cl)=C(C=C1)C(=O)NC1=CC=C(Cl)C(=C1)C1=CC=CC=N1,0.00173,g/l
593,DB08860,Pitavastatin,1.0,mg/1,4.18,mg/1,Oral,"Tablet, film coated",['approved'],False,147511-69-1,O[C@H](C[C@H](O)\C=C\C1=C(N=C2C=CC=CC2=C1C1=CC=C(F)C=C1)C1CC1)CC(O)=O,0.00394,g/l
594,DB08864,Rilpivirine,25.0,mg,25.0,mg,Oral,Tablet,['approved'],False,500287-72-9,CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1,0.0116,g/l
595,DB08865,Crizotinib,200.0,mg/1,250.0,mg/1,Oral,Capsule,['approved'],True,877399-52-5,C[C@@H](OC1=CC(=CN=C1N)C1=CN(N=C1)C1CCNCC1)C1=C(Cl)C=CC(F)=C1Cl,0.00611,g/l
596,DB08867,Ulipristal,5.0,mg,30.0,mg,Oral,Tablet,['approved'],False,159811-51-5,CN(C)C1=CC=C(C=C1)[C@H]1C[C@@]2(C)[C@@H](CC[C@]2(O)C(C)=O)[C@@H]2CCC3=CC(=O)CCC3=C12,0.00943,g/l
597,DB08868,Fingolimod,0.5,mg,0.5,mg,Oral,Capsule,"['approved', 'investigational']",False,162359-55-9,CCCCCCCCC1=CC=C(CCC(N)(CO)CO)C=C1,0.0069,g/l
598,DB08872,Gabapentin Enacarbil,300.0,mg/1,600.0,mg/1,Oral,"Tablet, extended release","['approved', 'investigational']",False,478296-72-9,CC(C)C(=O)OC(C)OC(=O)NCC1(CC(O)=O)CCCCC1,0.325,g/l
599,DB08873,Boceprevir,200.0,mg,200.0,mg,Oral,Capsule,"['approved', 'withdrawn']",False,394730-60-0,[H][C@]12CN([C@H](C(=O)NC(CC3CCC3)C(=O)C(N)=O)[C@@]1([H])C2(C)C)C(=O)[C@@H](NC(=O)NC(C)(C)C)C(C)(C)C,0.0234,g/l
600,DB08874,Fidaxomicin,200.0,mg/1,200.0,mg/1,Oral,"Tablet, film coated",['approved'],False,873857-62-6,CC[C@H]1\C=C(C)\[C@@H](O)C\C=C\C=C(CO[C@@H]2O[C@H](C)[C@@H](OC(=O)C3=C(CC)C(Cl)=C(O)C(Cl)=C3O)[C@H](O)[C@@H]2OC)\C(=O)OC(C\C=C(/C)\C=C(C)\[C@@H]1O[C@@H]1OC(C)(C)[C@@H](OC(=O)C(C)C)[C@H](O)[C@@H]1O)[C@@H](C)O,0.0125,g/l
601,DB08875,Cabozantinib,20.0,mg/1,60.0,mg/1,Oral,Tablet,"['approved', 'investigational']",True,849217-68-1,COC1=CC2=C(C=C1OC)C(OC1=CC=C(NC(=O)C3(CC3)C(=O)NC3=CC=C(F)C=C3)C=C1)=CC=N2,0.00199,g/l
602,DB08877,Ruxolitinib,5.0,mg/1,25.0,mg/1,Oral,Tablet,['approved'],True,941678-49-5,N#CC[C@H](C1CCCC1)N1C=C(C=N1)C1=C2C=CNC2=NC=N1,0.116,g/l
603,DB08880,Teriflunomide,7.0,mg/1,14.0,mg,Oral,"Tablet, film coated",['approved'],False,163451-81-8,C\C(O)=C(/C#N)C(=O)NC1=CC=C(C=C1)C(F)(F)F,0.0124,g/l
604,DB08881,Vemurafenib,240.0,mg,240.0,mg,Oral,"Tablet, film coated",['approved'],True,918504-65-1,CCCS(=O)(=O)NC1=C(F)C(C(=O)C2=CNC3=NC=C(C=C23)C2=CC=C(Cl)C=C2)=C(F)C=C1,0.000362,g/l
605,DB08882,Linagliptin,5.0,mg/1,5.0,mg/1,Oral,"Tablet, film coated",['approved'],False,668270-12-0,CC#CCN1C(=NC2=C1C(=O)N(CC1=NC3=C(C=CC=C3)C(C)=N1)C(=O)N2C)N1CCC[C@@H](N)C1,0.0502,g/l
606,DB08883,Perampanel,0.5,mg,12.0,mg/1,Oral,Suspension,['approved'],False,380917-97-5,O=C1N(C=C(C=C1C1=CC=CC=C1C#N)C1=NC=CC=C1)C1=CC=CC=C1,0.0056,g/l
608,DB06151,Acetylcysteine,2500.0,mg/1,500.0,mg/1,Oral,"Tablet, effervescent","['approved', 'investigational']",False,616-91-1,CC(=O)N[C@@H](CS)C(O)=O,5.09,g/l
609,DB08893,Mirabegron,25.0,mg,50.0,mg,Oral,"Tablet, extended release",['approved'],False,223673-61-8,NC1=NC(CC(=O)NC2=CC=C(CCNC[C@H](O)C3=CC=CC=C3)C=C2)=CS1,0.00412,g/l
610,DB08895,Tofacitinib,5.0,mg/1,11.0,mg,Oral,"Tablet, film coated","['approved', 'investigational']",True,477600-75-2,[H][C@@]1(C)CCN(C[C@]1([H])N(C)C1=NC=NC2=C1C=CN2)C(=O)CC#N,0.299,g/l
611,DB08896,Regorafenib,40.0,mg,40.0,mg,Oral,"Tablet, film coated",['approved'],True,755037-03-7,CNC(=O)C1=CC(OC2=CC(F)=C(NC(=O)NC3=CC=C(Cl)C(=C3)C(F)(F)F)C=C2)=CC=N1,0.00102,g/l
612,DB08899,Enzalutamide,40.0,mg,40.0,mg,Oral,Capsule,['approved'],False,915087-33-1,CNC(=O)C1=C(F)C=C(C=C1)N1C(=S)N(C(=O)C1(C)C)C1=CC=C(C#N)C(=C1)C(F)(F)F,0.00136,g/l
615,DB08907,Canagliflozin,100.0,mg/1,300.0,mg/1,Oral,"Tablet, film coated",['approved'],False,842133-18-0,[H][C@]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C1=CC=C(C)C(CC2=CC=C(S2)C2=CC=C(F)C=C2)=C1,0.0045,g/l
617,DB08910,Pomalidomide,1.0,mg,4.0,mg,Oral,Capsule,['approved'],False,19171-19-8,NC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,2.57,g/l
618,DB08911,Trametinib,0.5,mg,2.0,mg,Oral,"Tablet, film coated",['approved'],True,871700-17-3,CN1C(=O)C(C)=C2N(C(=O)N(C3CC3)C(=O)C2=C1NC1=CC=C(I)C=C1F)C1=CC(NC(C)=O)=CC=C1,0.0307,g/l
619,DB08912,Dabrafenib,50.0,mg,75.0,mg,Oral,Capsule,"['approved', 'investigational']",True,,CC(C)(C)C1=NC(=C(S1)C1=NC(N)=NC=C1)C1=C(F)C(NS(=O)(=O)C2=C(F)C=CC=C2F)=CC=C1,0.00327,g/l
620,DB08916,Afatinib,20.0,mg/1,40.0,mg/1,Oral,"Tablet, film coated",['approved'],True,850140-72-6,CN(C)C\C=C\C(=O)NC1=C(O[C@H]2CCOC2)C=C2N=CN=C(NC3=CC(Cl)=C(F)C=C3)C2=C1,0.0128,g/l
621,DB08918,Levomilnacipran,20.0,mg,120.0,mg,Oral,"Capsule, extended release","['approved', 'investigational']",False,96847-54-0,CCN(CC)C(=O)[C@]1(C[C@H]1CN)C1=CC=CC=C1,,
622,DB08930,Dolutegravir,10.0,mg/1,50.0,mg,Oral,"Tablet, film coated",['approved'],False,1051375-16-6,[H][C@]12CN3C=C(C(=O)NCC4=CC=C(F)C=C4F)C(=O)C(O)=C3C(=O)N1[C@H](C)CCO2,0.0922,g/l
623,DB08931,Riociguat,0.5,mg/1,2.5,mg,Oral,"Tablet, film coated",['approved'],False,625115-55-1,COC(=O)N(C)C1=C(N)N=C(N=C1N)C1=NN(CC2=C(F)C=CC=C2)C2=C1C=CC=N2,0.0682,g/l
624,DB08932,Macitentan,10.0,mg/1,10.0,mg/1,Oral,"Tablet, film coated",['approved'],False,441798-33-0,CCCNS(=O)(=O)NC1=C(C(OCCOC2=NC=C(Br)C=N2)=NC=N1)C1=CC=C(Br)C=C1,0.00668,g/l
625,DB08934,Sofosbuvir,400.0,mg,400.0,mg,Oral,"Tablet, film coated",['approved'],False,1190307-88-0,CC(C)OC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@H](N2C=CC(=O)NC2=O)[C@](C)(F)[C@@H]1O)OC1=CC=CC=C1,0.824,g/l
626,DB08936,Chlorcyclizine,25.0,mg/1,25.0,mg/1,Oral,Tablet,['approved'],False,82-93-9,CN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,0.0424,g/l
628,DB08941,Isoxsuprine,10.0,mg/1,20.0,mg/1,Oral,Tablet,"['approved', 'withdrawn']",False,395-28-8,C[C@H](COC1=CC=CC=C1)N[C@H](C)[C@@H](O)C1=CC=C(O)C=C1,0.0507,g/l
629,DB08946,Iopanoic acid,500.0,mg,500.0,mg,Oral,Tablet,"['approved', 'withdrawn']",False,96-83-3,CCC(CC1=C(I)C(N)=C(I)C=C1I)C(O)=O,0.0138,g/l
630,DB08949,Inositol nicotinate,250.0,mg,500.0,mg,Oral,Tablet,"['approved', 'withdrawn']",False,6556-11-2,O=C(O[C@H]1[C@H](OC(=O)C2=CC=CN=C2)[C@@H](OC(=O)C2=CC=CN=C2)[C@H](OC(=O)C2=CC=CN=C2)[C@H](OC(=O)C2=CC=CN=C2)[C@@H]1OC(=O)C1=CC=CN=C1)C1=CC=CN=C1,0.0174,g/l
631,DB08976,Floctafenine,200.0,mg,400.0,mg,Oral,Tablet,"['approved', 'withdrawn']",False,23779-99-9,OC[C@@H](O)COC(=O)C1=C(NC2=C3C=CC=C(C3=NC=C2)C(F)(F)F)C=CC=C1,0.0346,g/l
632,DB09026,Aliskiren,150.0,mg,300.0,mg,Oral,Tablet,"['approved', 'investigational']",False,173334-57-1,COCCCOC1=C(OC)C=CC(C[C@@H](C[C@H](N)[C@@H](O)C[C@@H](C(C)C)C(=O)NCC(C)(C)C(N)=O)C(C)C)=C1,0.0021,g/l
633,DB09030,Vorapaxar,2.08,mg/1,2.5,mg,Oral,"Tablet, film coated",['approved'],False,618385-01-6,[H]\C(=C(\[H])[C@]1([H])[C@]2([H])[C@@]([H])(C)OC(=O)[C@]2([H])C[C@]2([H])C[C@@]([H])(CC[C@@]12[H])N=C(O)OCC)C1=NC=C(C=C1)C1=CC(F)=CC=C1,0.000787,g/l
634,DB09031,Miltefosine,50.0,mg/1,50.0,mg/1,Oral,Capsule,"['approved', 'investigational']",False,58066-85-6,CCCCCCCCCCCCCCCCOP([O-])(=O)OCC[N+](C)(C)C,0.00022,g/l
635,DB09034,Suvorexant,5.0,mg/1,20.0,mg/1,Oral,"Tablet, film coated","['approved', 'investigational']",False,1030377-33-3,[H][C@@]1(C)CCN(CCN1C(=O)C1=C(C=CC(C)=C1)N1N=CC=N1)C1=NC2=C(O1)C=CC(Cl)=C2,0.117,g/l
636,DB09038,Empagliflozin,10.0,mg/1,25.0,mg/1,Oral,"Tablet, film coated",['approved'],False,864070-44-0,[H][C@@]1(CCOC1)OC1=CC=C(CC2=C(Cl)C=CC(=C2)[C@]2([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]2([H])O)C=C1,0.111,g/l
637,DB09039,Eliglustat,84.0,mg,84.0,mg,Oral,Capsule,['approved'],False,491833-29-5,[H][C@](CN1CCCC1)(N=C(O)CCCCCCC)[C@]([H])(O)C1=CC2=C(OCCO2)C=C1,0.038,g/l
638,DB09042,Tedizolid Phosphate,200.0,mg,200.0,mg,Oral,"Tablet, film coated",['approved'],False,856867-55-5,CN1N=NC(=N1)C1=CC=C(C=N1)C1=CC=C(C=C1F)N1C[C@H](COP(O)(O)=O)OC1=O,0.608,g/l
639,DB09049,Naloxegol,12.5,mg/1,25.0,mg/1,Oral,"Tablet, film coated",['approved'],False,854601-70-0,COCCOCCOCCOCCOCCOCCOCCO[C@H]1CC[C@@]2(O)[C@H]3CC4=CC=C(O)C5=C4[C@@]2(CCN3CC=C)[C@H]1O5,0.0566,g/l
640,DB09053,Ibrutinib,70.0,mg/1,560.0,mg/1,Oral,Capsule,['approved'],True,936563-96-1,NC1=NC=NC2=C1C(=NN2[C@@H]1CCCN(C1)C(=O)C=C)C1=CC=C(OC2=CC=CC=C2)C=C1,0.0203,g/l
641,DB09054,Idelalisib,100.0,mg,150.0,mg,Oral,Tablet,['approved'],True,870281-82-6,[H][C@@](CC)(NC1=NC=NC2=C1N=CN2)C1=NC2=CC=CC(F)=C2C(=O)N1C1=CC=CC=C1,0.0255,g/l
642,DB09063,Ceritinib,150.0,mg,150.0,mg,Oral,Capsule,['approved'],True,1032900-25-6,CC(C)OC1=C(NC2=NC=C(Cl)C(N2)=NC2=CC=CC=C2S(=O)(=O)C(C)C)C=C(C)C(=C1)C1CCNCC1,0.00222,g/l
643,DB09065,Cobicistat,150.0,mg/1,150.0,mg/1,Oral,"Tablet, film coated",['approved'],False,1004316-88-4,CC(C)C1=NC(CN(C)C(=O)N[C@@H](CCN2CCOCC2)C(=O)N[C@H](CC[C@H](CC2=CC=CC=C2)NC(=O)OCC2=CN=CS2)CC2=CC=CC=C2)=CS1,0.00125,g/l
